arrive_time	item_sku_id	arrive_quantity	int_org_num
NULL	1000115	15	4
NULL	1000242	0	4
NULL	1000490	240	4
NULL	1000609	30	4
NULL	1000632	172	4
NULL	1000716008	20	4
NULL	1000794392	24	4
NULL	1000797301	24	4
NULL	1000801309	100	4
NULL	1000855789	6	4
NULL	1000975	2	4
NULL	1001048	1	4
NULL	1001194	3	4
NULL	1001199	2	4
NULL	1001208	13	4
NULL	1001209	1	4
NULL	1001322360	108	4
NULL	1001322598	120	4
NULL	1001372	120	4
NULL	1001385	22	4
NULL	1001462921	10	4
NULL	1001463012	50	4
NULL	1001463241	10	4
NULL	1001463309	3	4
NULL	1001463310	3	4
NULL	1001573	19	4
NULL	1001575	3	4
NULL	1001816	24	4
NULL	1001957796	800	4
NULL	1002010972	20	4
NULL	1002046345	50	4
NULL	1002129673	16	4
NULL	1002129674	8	4
NULL	1002129675	4	4
NULL	1002144	4	4
NULL	1002148	25	4
NULL	1002249	41	4
NULL	1002256	80	4
NULL	1002263	31	4
NULL	1002363676	5	4
NULL	1002364071	200	4
NULL	1002364072	100	4
NULL	1002367	4	4
NULL	1002536825	20	4
NULL	1003031	20	4
NULL	1003079	96	4
NULL	1003105356	120	4
NULL	1003260694	96	4
NULL	1003263878	4	4
NULL	1003269170	30	4
NULL	1003403	20	4
NULL	1003590304	10	4
NULL	1003712	12	4
NULL	1003811	30	4
NULL	1003979	900	4
NULL	1003988	720	4
NULL	1003994	240	4
NULL	1004030058	90	4
NULL	1004200	9	4
NULL	1004231	6	4
NULL	1004499	5	4
NULL	1004504728	10	4
NULL	1004568292	50	4
NULL	1004905	15	4
NULL	1005283687	6	4
NULL	1005332	49	4
NULL	1005386	12	4
NULL	1005390	36	4
NULL	1005426	1	4
NULL	1005998	13	4
NULL	1006166	12	4
NULL	1006760918	3	4
NULL	1006792	120	4
NULL	1006873	2646	4
NULL	1006996768	18	4
NULL	1007055	100	4
NULL	1007056	200	4
NULL	1007061	50	4
NULL	1007315	5	4
NULL	1007967	10	4
NULL	1007968	15	4
NULL	1007970	192	4
NULL	1007976	9	4
NULL	1007978	17	4
NULL	1008346	1	4
NULL	1008580	60	4
NULL	1008986	60	4
NULL	1009196	4	4
NULL	1009724	35	4
NULL	1009738	2	4
NULL	1010254	2	4
NULL	1010271	24	4
NULL	1010272	24	4
NULL	1010277	72	4
NULL	1010281	120	4
NULL	1010364	40	4
NULL	1010708	2496	4
NULL	1010711	600	4
NULL	1010774	28	4
NULL	1010779	60	4
NULL	1010798	5	4
NULL	1010815770	6	4
NULL	1011026	2	4
NULL	1011043	10	4
NULL	1011311532	225	4
NULL	1012538411	105	4
NULL	1012583	2	4
NULL	1012748	1	4
NULL	1012849	257	4
NULL	1012893	2	4
NULL	1012906	2800	4
NULL	1012917	56	4
NULL	1012925	4	4
NULL	1012952	31	4
NULL	1013057	2	4
NULL	1013060	2	4
NULL	1013234	15	4
NULL	1013360	3	4
NULL	1013622947	152	4
NULL	1013668	4	4
NULL	1014489	300	4
NULL	101498	70	4
NULL	1015049619	120	4
NULL	1015062	0	4
NULL	1015091	10	4
NULL	1015092	110	4
NULL	1015219	0	4
NULL	1015224	45	4
NULL	1015234	4	4
NULL	1015253	28	4
NULL	1015257	10	4
NULL	1015360486	3	4
NULL	1015457	308	4
NULL	1015488	100	4
NULL	1015553	238	4
NULL	1015582846	5	4
NULL	1016278229	100	4
NULL	1016546	7	4
NULL	1016688	12	4
NULL	1016722048	900	4
NULL	1016815	1	4
NULL	1016821	1344	4
NULL	1016827	50	4
NULL	1017103	8	4
NULL	1017131	8	4
NULL	1017136	8	4
NULL	1017592	12	4
NULL	1017596	5	4
NULL	1017677	30	4
NULL	1017850	100	4
NULL	1018220	163	4
NULL	1018434	6	4
NULL	1018684	160	4
NULL	1018856	12	4
NULL	1019054	10	4
NULL	1019066454	15	4
NULL	1019176	72	4
NULL	1019305	720	4
NULL	1020616	5	4
NULL	1020732	0	4
NULL	1020734	22	4
NULL	1020758451	48	4
NULL	1020759083	36	4
NULL	1020760127	18	4
NULL	1020761721	6	4
NULL	1020763231	48	4
NULL	1020764129	18	4
NULL	1020765564	120	4
NULL	1020765974	36	4
NULL	1020766340	36	4
NULL	1020771015	72	4
NULL	1020772006	144	4
NULL	1020772543	24	4
NULL	1020772815	36	4
NULL	1020773844	352	4
NULL	1020774502	240	4
NULL	1020775114	32	4
NULL	1021033	72	4
NULL	1021040	36	4
NULL	1021043	120	4
NULL	1021046	120	4
NULL	1021099	1320	4
NULL	1021352	5	4
NULL	1021393	5	4
NULL	1021585	8	4
NULL	1021674	1	4
NULL	1021733	1	4
NULL	1021756	124	4
NULL	1021941162	40	4
NULL	102221	2	4
NULL	1022232	0	4
NULL	1022234	24	4
NULL	1022456037	100	4
NULL	1023153	0	4
NULL	1023252	2	4
NULL	102333	11	4
NULL	102335	13	4
NULL	1023596	42	4
NULL	1023662	5	4
NULL	1023923	60	4
NULL	1023925	160	4
NULL	1023926	96	4
NULL	1024564	168	4
NULL	1024582	2	4
NULL	1024659	12	4
NULL	1024710474	10	4
NULL	1024928	12	4
NULL	1025024	12	4
NULL	1025028	6	4
NULL	1025029	16	4
NULL	1025470670	20	4
NULL	1025520	45	4
NULL	1025558	0	4
NULL	1025608610	80	4
NULL	1025891909	24	4
NULL	1025892001	36	4
2017-01-01	1007176	2	4
2017-01-02	1001796	1	4
2017-01-02	1001805	7	4
2017-01-03	1001469233	199	4
2017-01-03	1001486665	10	4
2017-01-03	1001805	2	4
2017-01-03	1003976020	24	4
2017-01-03	1003987586	64	4
2017-01-03	1003987588	0	4
2017-01-03	1003988243	48	4
2017-01-03	1009824	1	4
2017-01-03	1010832	1	4
2017-01-03	1012520	1	4
2017-01-04	1000274	1	4
2017-01-04	1000516093	148	4
2017-01-04	1002404	2	4
2017-01-04	1002448	30	4
2017-01-04	1002656	2	4
2017-01-04	1002663	1	4
2017-01-04	1003105	0	4
2017-01-04	1006131	24	4
2017-01-04	1007176	8	4
2017-01-04	1009829	240	4
2017-01-04	1009850	20	4
2017-01-04	1009879	1	4
2017-01-04	1012567	1	4
2017-01-04	1013971	50	4
2017-01-04	1014665	3	4
2017-01-04	1016438	10	4
2017-01-04	1016452	30	4
2017-01-05	1001796	1	4
2017-01-05	1001805	1	4
2017-01-05	1006131	24	4
2017-01-05	1007176	2	4
2017-01-05	1009829	120	4
2017-01-05	1010832	6	4
2017-01-05	1013971	50	4
2017-01-05	1014661	2	4
2017-01-05	1014751	2	4
2017-01-05	1017503	0	4
2017-01-06	1001799	1	4
2017-01-06	1002404	3	4
2017-01-06	1002448	60	4
2017-01-06	1002449	30	4
2017-01-06	1007176	6	4
2017-01-06	1013977	24	4
2017-01-07	1001805	1	4
2017-01-07	1002448	20	4
2017-01-07	1003012	20	4
2017-01-07	1003062	29	4
2017-01-07	1004811	7	4
2017-01-07	1007176	3	4
2017-01-07	1008131	20	4
2017-01-07	1009816	60	4
2017-01-07	1013977	12	4
2017-01-07	1014661	3	4
2017-01-07	1014663	6	4
2017-01-07	1014667	3	4
2017-01-07	1022436	9	4
2017-01-07	1022439	25	4
2017-01-07	1024675	10	4
2017-01-08	1000294	110	4
2017-01-08	1000632	16	4
2017-01-08	1000895026	128	4
2017-01-08	1001805	2	4
2017-01-08	1002831501	100	4
2017-01-08	1003830	12	4
2017-01-08	1003831	0	4
2017-01-08	1003833	36	4
2017-01-08	1003842	12	4
2017-01-08	1012573	80	4
2017-01-08	1015553	1200	4
2017-01-08	1017884	16	4
2017-01-08	1017899	6	4
2017-01-08	1019819	5	4
2017-01-08	1024659	20	4
2017-01-08	1024757	0	4
2017-01-09	1000054	0	4
2017-01-09	1000231	1	4
2017-01-09	1000232	1	4
2017-01-09	1000468	20	4
2017-01-09	1000477	1	4
2017-01-09	1001805	2	4
2017-01-09	1002249	40	4
2017-01-09	1002256	200	4
2017-01-09	1002263	50	4
2017-01-09	1003460	63	4
2017-01-09	1006485	140	4
2017-01-09	1007176	5	4
2017-01-09	1008131	100	4
2017-01-09	1008185	1	4
2017-01-09	1010254	60	4
2017-01-09	1011084164	220	4
2017-01-09	1011084166	66	4
2017-01-09	1011086445	20	4
2017-01-09	1012583	3	4
2017-01-09	1012914	36	4
2017-01-09	1012915	100	4
2017-01-09	1012916	96	4
2017-01-09	1012921	264	4
2017-01-09	1012925	4	4
2017-01-09	1012926	28	4
2017-01-09	1012952	504	4
2017-01-09	1013060	1	4
2017-01-09	1013662	260	4
2017-01-09	1013663	80	4
2017-01-09	1013664	100	4
2017-01-09	1013666	50	4
2017-01-09	1014161	20	4
2017-01-09	1014162	30	4
2017-01-09	1014169	240	4
2017-01-09	1015234	6	4
2017-01-09	101609	11	4
2017-01-09	101610	10	4
2017-01-09	101613	52	4
2017-01-09	101666	20	4
2017-01-09	1020616	5	4
2017-01-09	1021585	1	4
2017-01-09	1021586	6	4
2017-01-09	1021591	3	4
2017-01-09	1021674	1	4
2017-01-09	1021680	0	4
2017-01-09	1021901	150	4
2017-01-09	1022957	800	4
2017-01-09	1025017	40	4
2017-01-09	1025021	40	4
2017-01-09	1025024	4	4
2017-01-09	1025027	160	4
2017-01-09	1025028	4	4
2017-01-09	1025029	40	4
2017-01-10	1000274	40	4
2017-01-10	1000294	70	4
2017-01-10	1001178867	800	4
2017-01-10	1001178945	600	4
2017-01-10	1001283	20	4
2017-01-10	1001297	25	4
2017-01-10	1003833	12	4
2017-01-10	1004231	12	4
2017-01-10	1004690	6	4
2017-01-10	1006131	24	4
2017-01-10	1007176	2	4
2017-01-10	1009824	180	4
2017-01-10	1009879	300	4
2017-01-10	1011063016	180	4
2017-01-10	1011311532	432	4
2017-01-10	1011662914	40	4
2017-01-10	1012567	2800	4
2017-01-10	1012569	1000	4
2017-01-10	1012573	160	4
2017-01-10	1012582	20	4
2017-01-10	1012738851	240	4
2017-01-10	1012867015	20	4
2017-01-10	1012868463	40	4
2017-01-10	1012961	10	4
2017-01-10	1013360	2	4
2017-01-10	1013957	43	4
2017-01-10	1013983	30	4
2017-01-10	1014687269	300	4
2017-01-10	1015016	60	4
2017-01-10	1016546	50	4
2017-01-10	1016564	60	4
2017-01-10	1016971	60	4
2017-01-10	1017454	48	4
2017-01-10	1017611452	5	4
2017-01-10	1017616042	125	4
2017-01-10	1017899	10	4
2017-01-10	1018461	50	4
2017-01-10	1019534	150	4
2017-01-10	1021786	4	4
2017-01-10	1022439	8	4
2017-01-10	1023424	6	4
2017-01-10	1023878	200	4
2017-01-10	1023880	14	4
2017-01-10	1023884	0	4
2017-01-10	1023890	100	4
2017-01-10	1023897	50	4
2017-01-10	1024134	0	4
2017-01-10	1024620	9	4
2017-01-10	1024623	95	4
2017-01-10	1024624	30	4
2017-01-10	1024659	30	4
2017-01-10	1024675	6	4
2017-01-10	1025460165	10	4
2017-01-11	1000609	80	4
2017-01-11	1001429	349	4
2017-01-11	1001601	50	4
2017-01-11	1002129673	8	4
2017-01-11	1002129674	12	4
2017-01-11	1002129676	4	4
2017-01-11	1002148	3	4
2017-01-11	1003032	10	4
2017-01-11	1003062	39	4
2017-01-11	1003066	1300	4
2017-01-11	1003403	50	4
2017-01-11	1003460	3	4
2017-01-11	1003832	8	4
2017-01-11	1003834	15	4
2017-01-11	1003837	40	4
2017-01-11	1003848	10	4
2017-01-11	1003851	10	4
2017-01-11	1003852	10	4
2017-01-11	100421	40	4
2017-01-11	1006153	2	4
2017-01-11	1006873	216	4
2017-01-11	1009724	6	4
2017-01-11	1009742	6	4
2017-01-11	1010277	144	4
2017-01-11	1010693	476	4
2017-01-11	1010832	6	4
2017-01-11	1011026	16	4
2017-01-11	1011072	300	4
2017-01-11	1011478	1	4
2017-01-11	1011480	18	4
2017-01-11	1011481	68	4
2017-01-11	1011485	4	4
2017-01-11	1011711	10	4
2017-01-11	1012143	120	4
2017-01-11	1012451	30	4
2017-01-11	1012519	50	4
2017-01-11	1012752	10	4
2017-01-11	1012849	50	4
2017-01-11	1012906	805	4
2017-01-11	1013234	20	4
2017-01-11	1013971	90	4
2017-01-11	1014489	900	4
2017-01-11	1017503	0	4
2017-01-11	1017677	39	4
2017-01-11	1018800	180	4
2017-01-11	1019265	20	4
2017-01-11	1019266	1	4
2017-01-11	1020423	900	4
2017-01-11	1021039	0	4
2017-01-11	1021503	100	4
2017-01-11	1021586	1	4
2017-01-11	1022456037	0	4
2017-01-11	1022456996	0	4
2017-01-11	1022958	1000	4
2017-01-11	1023247	10	4
2017-01-11	1023728	0	4
2017-01-11	1023882	24	4
2017-01-11	1023888	3	4
2017-01-11	1023935	10	4
2017-01-11	1023945	150	4
2017-01-11	1023946	30	4
2017-01-12	1001805	2	4
2017-01-12	1002126	0	4
2017-01-12	1002127	84	4
2017-01-12	1002129	19	4
2017-01-12	1004811	6	4
2017-01-12	1006808	30	4
2017-01-12	1007054	0	4
2017-01-12	1007056	50	4
2017-01-12	1007315	3	4
2017-01-12	1009567	6	4
2017-01-12	1009824	180	4
2017-01-12	1010827	96	4
2017-01-12	1010840	12	4
2017-01-12	1012849	100	4
2017-01-12	1012917	48	4
2017-01-12	1012923	80	4
2017-01-12	1013711	9	4
2017-01-12	1014667	7	4
2017-01-12	1015039705	7	4
2017-01-12	1015049619	192	4
2017-01-12	1015242	30	4
2017-01-12	1015582846	10	4
2017-01-12	1015582847	9	4
2017-01-12	1015583053	96	4
2017-01-12	1015583054	45	4
2017-01-12	1015583113	10	4
2017-01-12	1020104	12	4
2017-01-12	1022352	137	4
2017-01-12	1023878	168	4
2017-01-12	1023880	137	4
2017-01-12	1023884	41	4
2017-01-12	1023885	6	4
2017-01-12	1023890	79	4
2017-01-12	1023897	84	4
2017-01-12	1024134	8	4
2017-01-12	1024432	47	4
2017-01-12	1024490	1	4
2017-01-12	1024617	15	4
2017-01-12	1024620	24	4
2017-01-12	1024623	331	4
2017-01-12	1024624	120	4
2017-01-12	1024647	5	4
2017-01-12	1024710474	65	4
2017-01-12	1025470670	59	4
2017-01-12	1025792	1	4
2017-01-13	1000431	50	4
2017-01-13	1000459	120	4
2017-01-13	1000468	20	4
2017-01-13	1000517772	115	4
2017-01-13	1000711	96	4
2017-01-13	1001435	200	4
2017-01-13	1001805	2	4
2017-01-13	1002665	2	4
2017-01-13	1002677019	100	4
2017-01-13	1003013	2	4
2017-01-13	1004499	5	4
2017-01-13	1007176	4	4
2017-01-13	1008065	5	4
2017-01-13	1008131	20	4
2017-01-13	1009736	816	4
2017-01-13	1009750	2004	4
2017-01-13	1009751	120	4
2017-01-13	1009752	300	4
2017-01-13	1012769034	5	4
2017-01-13	1014661	10	4
2017-01-13	1014684	10	4
2017-01-13	1016688	12	4
2017-01-13	1019265	60	4
2017-01-13	1019305	80	4
2017-01-13	1021253	16	4
2017-01-13	1021895	30	4
2017-01-13	1021901	100	4
2017-01-13	1022098	20	4
2017-01-13	1022099	15	4
2017-01-13	1022100	60	4
2017-01-13	1022157	5	4
2017-01-13	1022439	7	4
2017-01-13	1022456037	100	4
2017-01-13	1022968670	10	4
2017-01-13	1022973871	10	4
2017-01-13	1023932	2	4
2017-01-13	1024256	120	4
2017-01-13	1024675	13	4
2017-01-13	1025476	1	4
2017-01-14	1000055708	49	4
2017-01-14	1000055736	20	4
2017-01-14	1000055865	50	4
2017-01-14	1000055905	100	4
2017-01-14	1000055909	50	4
2017-01-14	1000055910	48	4
2017-01-14	1001084511	128	4
2017-01-14	1001289695	2	4
2017-01-14	1001289907	10	4
2017-01-14	1001998	60	4
2017-01-14	1002449	30	4
2017-01-14	1002989	96	4
2017-01-14	1002992	0	4
2017-01-14	1003139978	8	4
2017-01-14	1003811	30	4
2017-01-14	1003833	12	4
2017-01-14	1004030058	60	4
2017-01-14	1004231	16	4
2017-01-14	1004690	8	4
2017-01-14	1004777875	24	4
2017-01-14	1006825	693	4
2017-01-14	1007344	90	4
2017-01-14	1007356	90	4
2017-01-14	1007358	48	4
2017-01-14	1007362	90	4
2017-01-14	1008986	19	4
2017-01-14	1009816	80	4
2017-01-14	1009824	108	4
2017-01-14	1009879	180	4
2017-01-14	1010254	6	4
2017-01-14	1010270	24	4
2017-01-14	1010277	192	4
2017-01-14	1012512	5	4
2017-01-14	1012560	48	4
2017-01-14	1012567	2800	4
2017-01-14	1012569	120	4
2017-01-14	1012573	160	4
2017-01-14	1012582	40	4
2017-01-14	1012915	100	4
2017-01-14	1012921	192	4
2017-01-14	1012926	8	4
2017-01-14	1012952	1116	4
2017-01-14	1012958	3	4
2017-01-14	1013664	60	4
2017-01-14	1013666	100	4
2017-01-14	1013674	40	4
2017-01-14	1014478670	60	4
2017-01-14	1015078	50	4
2017-01-14	1015457	212	4
2017-01-14	101609	18	4
2017-01-14	1016355	4860	4
2017-01-14	1016746191	0	4
2017-01-14	1017541	159	4
2017-01-14	1020213	30	4
2017-01-14	1021033	144	4
2017-01-14	1021047	240	4
2017-01-14	1021067	12	4
2017-01-14	1022234	40	4
2017-01-14	1023424	12	4
2017-01-14	1023914	48	4
2017-01-14	1024659	54	4
2017-01-14	1024757	6	4
2017-01-15	1000049561	400	4
2017-01-15	1000294	90	4
2017-01-15	1000375529	5	4
2017-01-15	1000632	52	4
2017-01-15	100077	7	4
2017-01-15	1000794392	48	4
2017-01-15	1000878768	100	4
2017-01-15	1001423	50	4
2017-01-15	1001429	143	4
2017-01-15	100143	3	4
2017-01-15	1002046345	30	4
2017-01-15	1002065	80	4
2017-01-15	1002071	40	4
2017-01-15	1002256	195	4
2017-01-15	1002263	5	4
2017-01-15	1002826991	8	4
2017-01-15	1002883813	0	4
2017-01-15	1002884916	32	4
2017-01-15	1002891567	48	4
2017-01-15	1003269170	12	4
2017-01-15	1003429761	50	4
2017-01-15	1003494928	28	4
2017-01-15	1003648	20	4
2017-01-15	100391	0	4
2017-01-15	1004234	30	4
2017-01-15	100470	43	4
2017-01-15	1004831000	50	4
2017-01-15	1004831506	12	4
2017-01-15	1005998	5	4
2017-01-15	1006131	27	4
2017-01-15	1006313822	60	4
2017-01-15	1006317	4	4
2017-01-15	1007315	3	4
2017-01-15	1007367	540	4
2017-01-15	1007981	34	4
2017-01-15	1008185	4	4
2017-01-15	100934	20	4
2017-01-15	1009834	96	4
2017-01-15	1010214	23	4
2017-01-15	1010289	1168	4
2017-01-15	1010774	0	4
2017-01-15	1010779	60	4
2017-01-15	1010798	24	4
2017-01-15	1011485	1	4
2017-01-15	1011662914	20	4
2017-01-15	1011711	95	4
2017-01-15	1012451	10	4
2017-01-15	1012538411	396	4
2017-01-15	1012849	300	4
2017-01-15	1013360	0	4
2017-01-15	1014161	60	4
2017-01-15	1014169	60	4
2017-01-15	1014489	354	4
2017-01-15	1014575	450	4
2017-01-15	1014581	350	4
2017-01-15	1014741353	240	4
2017-01-15	1016453	20	4
2017-01-15	1016834	15	4
2017-01-15	1017250	15	4
2017-01-15	1017569	75	4
2017-01-15	1017571	50	4
2017-01-15	1017574	50	4
2017-01-15	1017616042	40	4
2017-01-15	1017884	50	4
2017-01-15	1018791	7	4
2017-01-15	1018797	20	4
2017-01-15	1019913	10	4
2017-01-15	1020616	10	4
2017-01-15	1021503	494	4
2017-01-15	1024973	50	4
2017-01-15	1025460165	25	4
2017-01-15	1025469	197	4
2017-01-16	1000240	1	4
2017-01-16	1000243	2	4
2017-01-16	1000431	330	4
2017-01-16	1000459	400	4
2017-01-16	1000467	400	4
2017-01-16	1000468	150	4
2017-01-16	1000728	600	4
2017-01-16	1001573	2	4
2017-01-16	1001601	0	4
2017-01-16	1001805	3	4
2017-01-16	1002072	4	4
2017-01-16	1002126	2592	4
2017-01-16	1002489827	1	4
2017-01-16	1002489840	1	4
2017-01-16	1002489859	4	4
2017-01-16	1002490116	2	4
2017-01-16	1002490193	4	4
2017-01-16	1002563	3	4
2017-01-16	1002957247	0	4
2017-01-16	1003188	3	4
2017-01-16	1003800	20	4
2017-01-16	1003822	1	4
2017-01-16	1003832	10	4
2017-01-16	1003834	30	4
2017-01-16	1003837	40	4
2017-01-16	1003848	5	4
2017-01-16	1003851	25	4
2017-01-16	1003852	37	4
2017-01-16	100401	72	4
2017-01-16	100418	216	4
2017-01-16	1004811	23	4
2017-01-16	1006032	30	4
2017-01-16	1007176	7	4
2017-01-16	1007955	95	4
2017-01-16	1007970	458	4
2017-01-16	1007971	243	4
2017-01-16	1007976	256	4
2017-01-16	1007977	64	4
2017-01-16	1007978	90	4
2017-01-16	1008406	25	4
2017-01-16	1008452	13	4
2017-01-16	1011478	7	4
2017-01-16	1011481	5	4
2017-01-16	101498	120	4
2017-01-16	1017454	320	4
2017-01-16	1018295	119	4
2017-01-16	1018461	50	4
2017-01-16	1019305	40	4
2017-01-16	1021099	360	4
2017-01-16	1021586	3	4
2017-01-16	1021590	2	4
2017-01-16	1021591	1	4
2017-01-16	1021674	1	4
2017-01-16	1021680	6	4
2017-01-16	1021786	24	4
2017-01-16	1021894	100	4
2017-01-16	1021895	230	4
2017-01-16	1021900	50	4
2017-01-16	1021901	150	4
2017-01-16	102215	234	4
2017-01-16	102221	5	4
2017-01-16	1022867	16	4
2017-01-16	1024370	25	4
2017-01-16	1024490	104	4
2017-01-17	1001178867	2400	4
2017-01-17	1001178945	1800	4
2017-01-17	1001187130	300	4
2017-01-17	1001342450	5	4
2017-01-17	1002367	0	4
2017-01-17	1002449	30	4
2017-01-17	1002650	25	4
2017-01-17	1002656	50	4
2017-01-17	1002664	0	4
2017-01-17	1002665	3	4
2017-01-17	1002852	24	4
2017-01-17	1002996	299	4
2017-01-17	1003105	698	4
2017-01-17	1004474	60	4
2017-01-17	1004475	40	4
2017-01-17	1004501	120	4
2017-01-17	1004540	60	4
2017-01-17	1004545	60	4
2017-01-17	1004564	149	4
2017-01-17	1004607	19	4
2017-01-17	1004608	94	4
2017-01-17	1007054	0	4
2017-01-17	1008580	70	4
2017-01-17	1009130	54	4
2017-01-17	1010272	36	4
2017-01-17	101085	12	4
2017-01-17	1012916	15	4
2017-01-17	1013061	4	4
2017-01-17	1013653	6	4
2017-01-17	1013654	9	4
2017-01-17	1013662	3	4
2017-01-17	1013663	40	4
2017-01-17	1013910	0	4
2017-01-17	1013918	135	4
2017-01-17	1013925	1	4
2017-01-17	1013948	11	4
2017-01-17	1013957	35	4
